canonical_name,ingredient_id,aliases
टेबल स्पून तेल,ING1487,
टेबल स्पून दूध पाउडर,ING1391,
टेबल स्पून धनिया,ING0399,
टेबल स्पून धनिया पत्ते,ING1358,
टेबल स्पून धनिया स्टेम,ING1494,
टेबल स्पून नारियल,ING1490,
टेबल स्पून नींबू का रस,ING1486,
टेबल स्पून पत्ता गोभी,ING1518,
टेबल स्पून पिस्ता,ING1397,
टेबल स्पून प्याज,ING1348,
टेबल स्पून बादाम,ING1394,
टेबल स्पून मटर,ING1495,
टेबल स्पून मिंट,ING1483,
टेबल स्पून मूंगफली,ING1500,
टेबल स्पून रवा,ING1485,
टेबल स्पून विनेगर,ING0791,
टेबल स्पून शहद,ING1053,
टेबल स्पून सोया सॉस,ING0792,
टेबल स्पून हरा प्याज,ING0790,
तेल,ING0329,
पानी,ING1480,
पिंच हिंग,ING0581,
पुत्थी लहसुन,ING0556,
पैक नूडल्स,ING1516,
प्याज,ING0345,
फली इलायची,ING0577,
बर्फ का टुकड़ा,ING1040,
बीन्स,ING0788,
बे पत्ती,ING0576,
बे लीफ,ING1355,
मिर्च,ING0305,
रॉ प्लांटैन,ING1507,
लौंग,ING0785,
शिमला मिर्च,ING0586,
सूखे कोकम,ING1497,
सूखे मेवे,ING1042,
सूखे लाल मिर्च,ING0789,
सेब,ING1474,
हरी मिर्च,ING1350,
⅓ tsp turmeric powder,ING1343,
⅛ tsp turmeric powder,ING1145,
