ingredient_id,canonical_name,aliases
ING2795,or 8 oz cream cheese,
ING2796,cumin seeds ),
ING2797,fennel seeds ),
ING2799,black peppercorns ),
ING2800,cinnamon stick ),
ING2802,leftover any punjabi chole gravy,
ING2808,khoya ),
ING2811,strained dal water after boiling chana dal for puran poli,
ING2812,the pan,
ING2814,instant oats,
ING2815,boiled chickpeas,
ING2819,or ½ pound spaghetti,
ING2823,tabelspoon cilantro or coriander leaves,
ING2824,piece cinnamon stick,
ING2827,slices cheese,
ING2828,leaves lettuce,
ING2839,coarse besan ),
ING2840,charoli,
ING2842,bunch cilantro or coriander leaves,
ING2843,sama ke chawal,
ING2845,tamarind paste ),
ING2849,peanuts ),
ING2850,onion tomato masala ),
ING2852,less than 1,
ING2860,fried noodles,
ING2861,of nutmeg,
ING2863,indian tea,
ING2865,packet active dry yeast ),
ING2871,cantaloupe,
ING2872,navel oranges,
ING2876,instant yeast,
ING2878,mustard oil ),
ING2879,split mustard seeds,
ING2880,split fenugreek seeds,
ING2883,or 300 grams or 12 oz raw mango,
ING2884,mustard seeds powder,
ING2885,fenugreek seeds powder,
ING2893,whole urad dal,
ING2894,tomato pureed,
ING2895,eggplant ),
ING2896,oz dry pasta ),
ING2899,oz cheddar cheese,
ING2902,sticks drumsticks,
ING2905,lb dried chickpeas ),
ING2907,"tomatoes , roma or plum tomatoes)",
ING2909,cilantro or coriander leaves ),
ING2913,tikka masala spice mix,
ING2914,of red onion,
ING2922,cream of tartar,
ING2923,white chocolate chips,
ING2924,slivered almonds,
ING2932,"plain yogurt , chilled)",
ING2936,leaves spinach,
ING2939,lb potatoes ),
ING2941,white onion ),
ING2942,lb tomatoes,
ING2945,chaas,
ING2946,nylon sabudana ),
ING2948,a tiny piece cinnamon stick,
ING2952,dried rose petals ),
ING2953,"water , to soak onion rings)",
ING2954,of green chili ),
ING2955,or 500 grams sweet potatoes,
ING2958,oz grams paneer,
ING2959,greek yogurt ),
ING2960,kasoori methi ),
ING2961,skewers,
ING2962,batch mint chutney,
ING2963,of white onion,
ING2966,fine semolina ),
ING2968,sheets spring roll wrappers,
ING2969,"tomatoes , washed and cut into chunks)",
ING2970,tamarind ),
